FID,globalid,uniq_id,timestamp,editor,scdy_edtor,wardname,wardcode,lganame,lgacode,statename,statecode,mrkt_frqcy,mrkt_setnm,prdct_desc,mrkt_gds_o,mrkt_type,source,market_nam,mrkt_mon,mrkt_tue,mrkt_wed,mrkt_thur,mrkt_fri,mrkt_sat,mrkt_sun,mrkt_days,set_type,x,y
3446,f5a15d10-4aa7-415c-9124-557c1d1b0eef,117258,10/30/2018 12:00:00 AM,racheal.olarewaju, ,Uda 1,AKSENW10,Mbo,3017,Akwa Ibom,AK, ,Modern Udong Eni Uda, , , ,OSGOF,Modern Market Udong Eni Uda, , , , , , , ,0,HA,8.19429000008347,4.66756000019393
3447,7474387a-31ac-487d-8249-79a4a11783ae,117255,10/30/2018 12:00:00 AM,racheal.olarewaju, ,Uda 1,AKSENW10,Mbo,3017,Akwa Ibom,AK, ,Afana Abiak Ovo Orukim, , , ,OSGOF,Afana Market Abiak Ovo Orukim, , , , , , , ,0,BUA,8.17655000038224,4.65260000008999
3448,c4382baf-ecb8-40ed-b15d-01fd577a8100,118946,2/6/2013 12:00:00 AM,racheal.olarewaju, ,Masifa,OSSEGO07,Ejigbo,30010,Osun,OS, ,Obada Masifa, , , ,eHA_Polio,Obada Market Masifa, , , , , , , ,0,BUA,4.25810000001502,7.8942400001759
3449,e84f1c0a-2245-4c6d-ad59-7f6a2b0eeb3b,118944,2/6/2013 12:00:00 AM,racheal.olarewaju, ,Iwara,OSSAME08,Atakunmosa East,30003,Osun,OS, ,Temidire Ifewara, , , ,eHA_Polio,Temidire Market Ifewara, , , , , , , ,0,BUA,4.67733999974126,7.46039000029833
3450,0db6c199-c95b-42d1-8ed6-d0dddb246621,118943,2/6/2013 12:00:00 AM,racheal.olarewaju, ,Iwara,OSSAME08,Atakunmosa East,30003,Osun,OS, ,Oja Oba Ifewara, , , ,eHA_Polio,Oja Oba Market Ifewara, , , , , , , ,0,BUA,4.67858000026683,7.46696000020387
3451,0fa79bc0-f27b-4be0-b52c-56497c26cdc7,118938,7/13/2017 12:00:00 AM,racheal.olarewaju, ,Mbagbam,BNSVDY03,Vandeikya,7023,Benue,BE, ,Ikivafo, , , ,OSGOF,Ikivafo Market, , , , , , , ,0,HA,9.13663999973625,6.86855000008251
3452,2286ce3b-b7eb-4c22-9ccc-9f0853563af2,118937,7/13/2017 12:00:00 AM,racheal.olarewaju, ,Tsambe,BNSVDY13,Vandeikya,7023,Benue,BE, ,Mbashuan, , , ,OSGOF,Mbashuan Market, , , , , , , ,0,HA,9.10677999959734,6.95062000041275
3453,b22ff7ac-7e51-404a-8530-89adda31709e,118935,7/13/2017 12:00:00 AM,racheal.olarewaju, ,Tsambe,BNSVDY13,Vandeikya,7023,Benue,BE, ,Mbanyi ingyor, , , ,OSGOF,Mbanyi ingyor Market, , , , , , , ,0,BUA,9.08474999991262,6.96128999963383
3454,08b8fd59-5956-453a-9775-f226a7b1d11b,118934,7/13/2017 12:00:00 AM,racheal.olarewaju, ,Mbaazager,BNSBKB07,Buruku,7004,Benue,BE, ,Mbaagune, , , ,OSGOF,Mbaagune Market, , , , , , , ,0,HA,9.09287999981217,7.14739000034831
3455,76ba9ddf-3092-4f27-818a-cf50b3a1a391,118933,7/13/2017 12:00:00 AM,racheal.olarewaju, ,Tsaav,BNSUKM11,Ukum,7021,Benue,BE, ,Mbazenda Mba Kombo, , , ,OSGOF,Mbazenda Mba Kombo Market, , , , , , , ,0,HA,9.48234000039076,7.83821000009146
3456,bfd0cbf9-aa6e-4a4c-899e-86c8acb3aa02,118932,7/13/2017 12:00:00 AM,racheal.olarewaju, ,Mbakwakem,BNSWNN05,Tarka,7020,Benue,BE, ,Gwarche, , , ,OSGOF,Gwarche Market, , , , , , , ,0,HA,8.90372999963984,7.60930999965683
3457,5a8f44ec-c96e-4bbf-967f-5bdee6935060,118931,7/13/2017 12:00:00 AM,racheal.olarewaju, ,Tongov,BNSWNN10,Tarka,7020,Benue,BE, ,Square Uauade, , , ,OSGOF,Market Square Uauade, , , , , , , ,0,HA,8.81333000007947,7.6258899998237
3458,1f4006c0-d189-495e-aaac-2f5f21a24d07,118930,7/13/2017 12:00:00 AM,racheal.olarewaju, ,Shitile,BNSWNN09,Tarka,7020,Benue,BE, ,Umiondu, , , ,OSGOF,Umiondu Market, , , , , , , ,0,HA,8.79902999983466,7.60008000029183
3459,e1363de3-b50d-427f-89d1-6a42e1a8f5e0,118929,7/13/2017 12:00:00 AM,racheal.olarewaju, ,Allan,BNSTKP03,Oturkpo,7019,Benue,BE, ,Allan, , , ,OSGOF,Allan Market, , , , , , , ,0,HA,8.08963000032429,7.00772000037779
3460,212c76a5-7980-4126-9f4c-5e7c65154971,118927,7/13/2017 12:00:00 AM,racheal.olarewaju, ,Ojigo,BNSPKG05,Okpokwu,7018,Benue,BE, ,Ola Oleje, , , ,OSGOF,Ola Oleje Market, , , , , , , ,0,HA,7.94413000039924,6.97070000010496
3461,3a6f0dfb-4499-4b01-8172-47f037b62c6c,118926,7/13/2017 12:00:00 AM,racheal.olarewaju, ,Ojigo,BNSPKG05,Okpokwu,7018,Benue,BE, ,Ojapo, , , ,OSGOF,Ojapo Market, , , , , , , ,0,BUA,7.9218600004387,7.0279400002309
3462,ba9d6dc1-8748-45b4-a28e-d28604f11e8d,118924,7/13/2017 12:00:00 AM,racheal.olarewaju, ,Auke,BNSGKP01,Apa,7003,Benue,BE, ,Ugwu Ehicho, , , ,OSGOF,Ugwu Ehicho Market, , , , , , , ,0,HA,7.81013999976125,7.4202000004297
3463,00b59fae-ecc7-4e4f-bf96-945401e0006a,118922,7/13/2017 12:00:00 AM,racheal.olarewaju, ,Owo,BNSJUX10,Oju,7017,Benue,BE, ,Ameka Owo, , , ,OSGOF,Ameka Owo Market, , , , , , , ,0,BUA,8.45489000007348,6.78431000040626
3464,15e7cc0e-9b82-4e2c-b6ae-9f0b1133d090,118921,7/13/2017 12:00:00 AM,racheal.olarewaju, ,Adokpa,BNSJUX01,Oju,7017,Benue,BE, ,Udogwu, , , ,OSGOF,Udogwu Market, , , , , , , ,0,HA,8.31762999972477,6.69429000038326
3465,b37b0540-2789-4ce0-9741-ce3dce0932b8,118920,7/13/2017 12:00:00 AM,racheal.olarewaju, ,Adokpa,BNSJUX01,Oju,7017,Benue,BE, ,Adum, , , ,OSGOF,Adum Market, , , , , , , ,0,HA,8.28938000008696,6.70400999986163
3466,eea9efc5-6d35-4d48-aef6-1c17a35b6473,118919,7/13/2017 12:00:00 AM,racheal.olarewaju, ,Ekile,BNSGMU03,Ado,7001,Benue,BE, ,Uba Iballakwu, , , ,OSGOF,Uba Iballakwu Market, , , , , , , ,0,HA,8.09175000006252,6.84427999962236
3467,c9de1de5-1372-4504-8c36-fd6ae3eeb5c6,118918,7/13/2017 12:00:00 AM,racheal.olarewaju, ,Itabono 2,BNSBGT12,Ogbadibo,7015,Benue,BE, ,Ahor Owukpa, , , ,OSGOF,Ahor Owukpa Market, , , , , , , ,0,BUA,7.70041999958335,6.87723999972627
3468,a0da23bf-fd18-4f2c-b3ad-23db026780ef,118917,7/13/2017 12:00:00 AM,racheal.olarewaju, ,Ai-Oche,BNSBGT02,Ogbadibo,7015,Benue,BE, ,Agbaha, , , ,OSGOF,Agbaha Market, , , , , , , ,0,HA,7.65804000034581,7.09294000028086
3469,85459b3b-2bff-49d6-b51e-0005c80bb531,118916,7/13/2017 12:00:00 AM,racheal.olarewaju, ,Ai-Oche,BNSBGT02,Ogbadibo,7015,Benue,BE, ,Efekwo, , , ,OSGOF,Efekwo Market, , , , , , , ,0,HA,7.65375999992409,7.05760999970175
3470,ecdc0262-e4cc-40ec-8978-e5fd8a66467b,118915,7/13/2017 12:00:00 AM,racheal.olarewaju, ,Adiko,BNSBRT01,Obi,7014,Benue,BE, ,Umapia, , , ,OSGOF,Umapia Market, , , , , , , ,0,BUA,8.36435999991409,6.96343999985618
3471,156926d3-15f8-404d-a088-a6531fec7430,118914,7/13/2017 12:00:00 AM,racheal.olarewaju, ,Allan,BNSTKP03,Oturkpo,7019,Benue,BE, ,Itakpa Ito, , , ,OSGOF,Itakpa Ito Market, , , , , , , ,0,BUA,8.21370000035478,7.0436299998247
3472,faea8c45-d2aa-4fc0-93c6-0902efd403da,118913,7/13/2017 12:00:00 AM,racheal.olarewaju, ,Moon,BNSWDP10,Kwande,7011,Benue,BE, ,Adele, , , ,OSGOF,Adele Market, , , , , , , ,0,HA,9.63663000007449,7.0247600001739
3473,8af7a237-6f07-4b6e-80c9-d5ff9c4fe8ca,118912,7/13/2017 12:00:00 AM,racheal.olarewaju, ,Moon,BNSWDP10,Kwande,7011,Benue,BE, ,Mbakutem Moon, , , ,OSGOF,Mbakutem Moon Market, , , , , , , ,0,HA,9.63369000029331,6.98295999980422
3474,43ce21f3-8c87-4a71-a765-5f19c06a7f7b,118911,7/13/2017 12:00:00 AM,racheal.olarewaju, ,Moon,BNSWDP10,Kwande,7011,Benue,BE, ,Mbayagase Mberen, , , ,OSGOF,Mbayagase Mberen Market, , , , , , , ,0,HA,9.62854000022088,6.91368999979369
3475,6d42fec5-741b-40e6-ae12-2a59c1d46d5e,118910,7/13/2017 12:00:00 AM,racheal.olarewaju, ,Moon,BNSWDP10,Kwande,7011,Benue,BE, ,Injor Tiev Shin, , , ,OSGOF,Injor Tiev Shin Market, , , , , , , ,0,HA,9.60927000011048,7.00144000035579
3476,71f22c71-5e14-4577-814c-2c351904e712,118909,7/13/2017 12:00:00 AM,racheal.olarewaju, ,Moon,BNSWDP10,Kwande,7011,Benue,BE, ,Mbachom I, , , ,OSGOF,Mbachom I Market, , , , , , , ,0,HA,9.60705999981917,6.94765999970929
3477,a1be8b22-2431-428d-a3f2-ea74dc1e7374,118908,7/13/2017 12:00:00 AM,racheal.olarewaju, ,Mbake,BNSTSE04,Konshisha,7010,Benue,BE, ,Korinya Town, , , ,OSGOF,Korinya Town Market, , , , , , , ,0,BUA,8.92410999967677,6.91272999958989
3478,195acabe-ff80-44ac-b3ba-7d78224042a2,118907,7/13/2017 12:00:00 AM,racheal.olarewaju, ,Mbake,BNSTSE04,Konshisha,7010,Benue,BE, ,Mbaashian, , , ,OSGOF,Mbaashian Market, , , , , , , ,0,HA,8.89134000024086,6.90687999961233
3479,f30fe434-b5fb-4c9f-ae2f-6fe54fe8e557,117681,10/30/2018 12:00:00 AM,racheal.olarewaju, ,Ikot Abia 2,AKSNTE05,Obot Akara,3022,Akwa Ibom,AK, ,Urua Adet Ikot Ikok, , , ,OSGOF,Urua Adet Ikot Ikok, , , , , , , ,0,SSA,7.60367000037024,5.19268000018189
3480,eca7c373-6369-4b15-b1f9-05fb7b39880f,117680,10/30/2018 12:00:00 AM,racheal.olarewaju, ,Ikot Abia 2,AKSNTE05,Obot Akara,3022,Akwa Ibom,AK, ,Etok Obo Essien Abiakpo Idiaha, , , ,OSGOF,Etok Obo Essien Abiakpo Idiaha, , , , , , , ,0,SSA,7.61422000035276,5.19208000039174
3481,ff21659c-cbd9-42e3-acfe-79b26ccd322c,117679,10/30/2018 12:00:00 AM,racheal.olarewaju, ,Ikot Abia 3,AKSNTE09,Obot Akara,3022,Akwa Ibom,AK, ,Urua Essien Adet Obo Abiakpo Ikot Abasi Inyang, , , ,OSGOF,Urua Essien Adet Obo Abiakpo Ikot Abasi Inyang, , , , , , , ,0,SSA,7.57789000042322,5.188640000036
3482,ce540a86-9d90-4900-9c74-77118812bba8,117678,10/30/2018 12:00:00 AM,racheal.olarewaju, ,Ikot Abia 2,AKSNTE05,Obot Akara,3022,Akwa Ibom,AK, ,Ekpa Umo Ekut Ikot Obuk, , , ,OSGOF,Ekpa Umo Ekut Ikot Obuk, , , , , , , ,0,SSA,7.63428000002204,5.18311000042621
3483,5c6bde89-bcdd-47e9-9b00-0e9e92cb29f5,117677,10/30/2018 12:00:00 AM,racheal.olarewaju, ,Ikot Abia 3,AKSNTE09,Obot Akara,3022,Akwa Ibom,AK, ,Offiongetor Abak Ukpom, , , ,OSGOF,Offiongetor Market Abak Ukpom, , , , , , , ,0,SSA,7.59136999972577,5.1807899995589
3484,1ab61246-f652-4c3d-bf97-6da68b96adbf,117676,10/30/2018 12:00:00 AM,racheal.olarewaju, ,Ikot Abia 3,AKSNTE09,Obot Akara,3022,Akwa Ibom,AK, ,Obo Obon Ukwa Ikot Akpaenuek, , , ,OSGOF,Obo Market Obon Ukwa Ikot Akpaenuek, , , , , , , ,0,SSA,7.57106999978072,5.17681000038124
3485,5f2a1011-be71-4078-b2db-7fcae261fdc1,117675,10/30/2018 12:00:00 AM,racheal.olarewaju, ,Ikot Abia 3,AKSNTE09,Obot Akara,3022,Akwa Ibom,AK, ,Obo Ikot Oto Nto Amakop, , , ,OSGOF,Obo Market Ikot Oto Nto Amakop, , , , , , , ,0,SSA,7.57129000003351,5.17665999975924
3486,11a6aedd-b812-4895-af14-f4b53e8e296b,117674,10/30/2018 12:00:00 AM,racheal.olarewaju, ,Ikot Abia 3,AKSNTE09,Obot Akara,3022,Akwa Ibom,AK, ,Aditaha Okop, , , ,OSGOF,Aditaha Market Okop, , , , , , , ,0,SSA,7.58262999957486,5.17039000019838
3487,1489157c-96ff-42bc-acbd-cb0bcfdae971,117673,10/30/2018 12:00:00 AM,racheal.olarewaju, ,Ubium North 3,AKSKTD06,Nsit Ubium,3021,Akwa Ibom,AK, ,Obot Efiat Obot Efiat, , , ,OSGOF,Obot Efiat Market Obot Efiat, , , , , , , ,0,SSA,7.96671999982817,4.8346700002204
3488,3f628e97-3322-4f66-9442-2dda6f3fe316,117672,10/30/2018 12:00:00 AM,racheal.olarewaju, ,Obiakpan Obiotim 1,AKSKTD04,Nsit Ubium,3021,Akwa Ibom,AK, ,Ikot Obio Udua, , , ,OSGOF,Community Market Ikot Obio Udua, , , , , , , ,0,SSA,7.91842999964484,4.81291000039624
3489,3a4c8992-9307-4f2e-85c8-4f4ddf7fd88c,117671,10/30/2018 12:00:00 AM,racheal.olarewaju, ,Obiakpan Obiotim 1,AKSKTD04,Nsit Ubium,3021,Akwa Ibom,AK, ,Ikot Abasi Ufat, , , ,OSGOF,Community Market Ikot Abasi Ufat, , , , , , , ,0,SSA,7.93746000037874,4.80185000027734
3490,7a5b0834-5aee-4490-954c-fe86103232cb,117670,10/30/2018 12:00:00 AM,racheal.olarewaju, ,Ubium North 3,AKSKTD06,Nsit Ubium,3021,Akwa Ibom,AK, ,Urua Obo Itai, , , ,OSGOF,Urua Obo Itai, , , , , , , ,0,SSA,7.97057999976721,4.78375999972428
3491,d052849c-5194-411c-851b-ac86c414b6f3,117669,10/30/2018 12:00:00 AM,racheal.olarewaju, ,Ikpa Ikono 2,AKSMKP01,Mkpat Enin,3018,Akwa Ibom,AK, ,Itai Map, , , ,OSGOF,Itai Map Market, , , , , , , ,0,SSA,7.76986999980068,4.78297000016545
3492,52e41f54-e3a1-4ce3-ad5a-ce5e56122383,117668,10/30/2018 12:00:00 AM,racheal.olarewaju, ,Ubium North 2,AKSKTD05,Nsit Ubium,3021,Akwa Ibom,AK, ,Atiamkpat, , , ,OSGOF,Atiamkpat Market, , , , , , , ,0,SSA,7.98949000036328,4.77509000010349
3493,b54f8af4-67c1-48d1-adc5-6d063ba98971,117667,10/30/2018 12:00:00 AM,racheal.olarewaju, ,Ubium North 2,AKSKTD05,Nsit Ubium,3021,Akwa Ibom,AK, ,Ikot Esen Ikot Esen, , , ,OSGOF,Ikot Esen Market Ikot Esen, , , , , , , ,0,SSA,7.98670999986666,4.76926000014896
3494,0fb931bb-3e01-4022-923e-b3e8fcfcb6b2,117666,10/30/2018 12:00:00 AM,racheal.olarewaju, ,Ubium North 1,AKSKTD01,Nsit Ubium,3021,Akwa Ibom,AK, ,Ikot Eyo Ikot Eyo, , , ,OSGOF,Ikot Eyo Market Ikot Eyo, , , , , , , ,0,SSA,7.96392000020791,4.76665000029732
3495,1fb34f89-affb-4ff5-8bae-194ae396bea6,117665,10/30/2018 12:00:00 AM,racheal.olarewaju, ,Ubium North 2,AKSKTD05,Nsit Ubium,3021,Akwa Ibom,AK, ,Ikot Osom, , , ,OSGOF,Community Market Ikot Osom, , , , , , , ,0,SSA,7.9937099998167,4.76312000028781
3496,5290cdd6-1544-4541-96c2-e95c63e9cbf2,117664,10/30/2018 12:00:00 AM,racheal.olarewaju, ,Ubium North 2,AKSKTD05,Nsit Ubium,3021,Akwa Ibom,AK, ,Ikot Okwot Ikot Okwot, , , ,OSGOF,Ikot Okwot Market Ikot Okwot, , , , , , , ,0,SSA,7.98789999988514,4.75943000009448
3497,2b5795d8-4dce-4216-9330-b7672ac105a7,117663,10/30/2018 12:00:00 AM,racheal.olarewaju, ,Ubium South 3,AKSKTD09,Nsit Ubium,3021,Akwa Ibom,AK, ,Ikot Nko, , , ,OSGOF,Community Market Ikot Nko, , , , , , , ,0,SSA,8.00963000012445,4.74849999967529
3498,49e93771-4072-43fb-ad28-00028a8f71f9,117659,10/30/2018 12:00:00 AM,racheal.olarewaju, ,Ubium North 1,AKSKTD01,Nsit Ubium,3021,Akwa Ibom,AK, ,Udua Essien Edem Idim Okpot, , , ,OSGOF,Udua Essien Edem Idim Okpot, , , , , , , ,0,SSA,7.96813999966133,4.73088999967382
3499,e3782045-86b1-4527-a6e0-6ff2113cdca3,117657,10/30/2018 12:00:00 AM,racheal.olarewaju, ,Ubium North 1,AKSKTD01,Nsit Ubium,3021,Akwa Ibom,AK, ,Urua Anwa Ikot Atat, , , ,OSGOF,Urua Anwa Ikot Atat, , , , , , , ,0,SSA,7.95286999965083,4.72601000036127
3500,c47564e0-2835-42f8-98aa-82df03c80933,117655,10/30/2018 12:00:00 AM,racheal.olarewaju, ,Ubium North 1,AKSKTD01,Nsit Ubium,3021,Akwa Ibom,AK, ,Ntit Oton Ntit Oton, , , ,OSGOF,Ntit Oton Market Ntit Oton, , , , , , , ,0,SSA,7.94647000039026,4.72314000021089
3501,e62659d9-f8b8-41c5-87ef-06fae6d3804d,117654,10/30/2018 12:00:00 AM,racheal.olarewaju, ,Okon 1,AKSKET09,Eket,3003,Akwa Ibom,AK, ,Daily Ikot Odiong Otung, , , ,OSGOF,Daily Market Ikot Odiong Otung, , , , , , , ,0,SSA,7.91836000001405,4.71672999958986
3502,c0bb74e0-1451-420c-9618-0c8aeff00e6b,117653,10/30/2018 12:00:00 AM,racheal.olarewaju, ,Ubium South 3,AKSKTD09,Nsit Ubium,3021,Akwa Ibom,AK, ,Udua Essien Odoro Atasung, , , ,OSGOF,Udua Essien Odoro Atasung, , , , , , , ,0,SSA,7.99282000014296,4.71407000013045
3503,cbd2e3ad-18bb-43fd-a010-278b0ea4390e,117652,10/30/2018 12:00:00 AM,racheal.olarewaju, ,Ubium North 1,AKSKTD01,Nsit Ubium,3021,Akwa Ibom,AK, ,Local Ikot Akpabin, , , ,OSGOF,Local Market Ikot Akpabin, , , , , , , ,0,SSA,7.94532999997955,4.71329000013344
3504,2e1bed8d-a36a-4865-93f0-9f2d6d3da8c2,117651,10/30/2018 12:00:00 AM,racheal.olarewaju, ,Ubium South 2,AKSKTD08,Nsit Ubium,3021,Akwa Ibom,AK, ,General Nung Obong, , , ,OSGOF,General Market Nung Obong, , , , , , , ,0,SSA,7.98676999993558,4.70060000038973
3505,6324d524-3d69-4fb9-b6bd-8354036c0f06,117650,10/30/2018 12:00:00 AM,racheal.olarewaju, ,Okon 1,AKSKET09,Eket,3003,Akwa Ibom,AK, ,Modern Mpp6 Edeobom Ii, , , ,OSGOF,Modern Mpp6 Market Edeobom Ii, , , , , , , ,0,SSA,7.95037000037524,4.6981499998227
3506,a6fb93bc-00cb-43ce-9596-ead67d5e4796,117649,10/30/2018 12:00:00 AM,racheal.olarewaju, ,Okon 1,AKSKET09,Eket,3003,Akwa Ibom,AK, ,Ikot Abasi Nya, , , ,OSGOF,Community Market Ikot Abasi Nya, , , , , , , ,0,SSA,7.93984000041576,4.69787999996208
3507,be82bc71-2685-4923-9211-ddd85bc41956,117648,10/30/2018 12:00:00 AM,racheal.olarewaju, ,Ubium South 2,AKSKTD08,Nsit Ubium,3021,Akwa Ibom,AK, ,Ikot Ntung Ikot Ntung, , , ,OSGOF,Ikot Ntung Market Ikot Ntung, , , , , , , ,0,SSA,7.9911100004262,4.69311999988815
3508,11ca8008-e001-4a46-8acf-b823eaafd195,117647,10/30/2018 12:00:00 AM,racheal.olarewaju, ,Asang 5,AKSAFG02,Nsit Ibom,3020,Akwa Ibom,AK, ,Fionetok Oboyo Ikot Ita, , , ,OSGOF,Fionetok Market Oboyo Ikot Ita, , , , , , , ,0,SSA,7.89644000000607,4.9529500003423
3509,1aaf04b0-19fe-4508-bd1a-fb15eb92cd33,117646,10/30/2018 12:00:00 AM,racheal.olarewaju, ,Asang 2,AKSAFG01,Nsit Ibom,3020,Akwa Ibom,AK, ,Ekpene Ikpan Ekpene Ikpan, , , ,OSGOF,Ekpene Ikpan Market Ekpene Ikpan, , , , , , , ,0,SSA,7.85738999964883,4.94741000027136
3510,32b998bf-5f8a-4670-9028-8ced1d5ab5bb,117645,10/30/2018 12:00:00 AM,racheal.olarewaju, ,Asang 4,AKSAFG05,Nsit Ibom,3020,Akwa Ibom,AK, ,Obotini Obotim Ikot Ekong, , , ,OSGOF,Obotini Market Obotim Ikot Ekong, , , , , , , ,0,SSA,7.85691999955839,4.94091999955839
3511,9a1de682-0087-4c71-b345-ba8cfd0b554b,117644,10/30/2018 12:00:00 AM,racheal.olarewaju, ,Asang 3,AKSAFG07,Nsit Ibom,3020,Akwa Ibom,AK, ,Obo Atai Obo Atai, , , ,OSGOF,Obo Atai Market Obo Atai, , , , , , , ,0,SSA,7.8963100003063,4.93553000010945
3512,392048d7-557e-48a3-80ae-226f83f06d28,117643,10/30/2018 12:00:00 AM,racheal.olarewaju, ,Asang 3,AKSAFG07,Nsit Ibom,3020,Akwa Ibom,AK, ,Okukuk Okukuk, , , ,OSGOF,Okukuk Market Okukuk, , , , , , , ,0,SSA,7.8777899997088,4.93485000022736
3513,b4767778-1c2d-466a-ac19-e718bc61c3af,117642,10/30/2018 12:00:00 AM,racheal.olarewaju, ,Mbiaso 1,AKSAFG08,Nsit Ibom,3020,Akwa Ibom,AK, ,Nsit Ibom Afaha Offiong, , , ,OSGOF,Nsit Ibom Market Afaha Offiong, , , , , , , ,0,SSA,7.90319999968028,4.86985000017739
3514,ecfd84b8-864f-4f25-8379-cc3e35270a8f,117641,10/30/2018 12:00:00 AM,racheal.olarewaju, ,Mbiaso 3,AKSAFG06,Nsit Ibom,3020,Akwa Ibom,AK, ,Urua Ikot Asanga Ikot Obio Asanga, , , ,OSGOF,Urua Ikot Asanga Ikot Obio Asanga, , , , , , , ,0,SSA,7.87870999986666,4.86798000027682
3515,9b66d603-7367-497e-9cce-0ed243052815,117640,10/30/2018 12:00:00 AM,racheal.olarewaju, ,Mbiaso 4,AKSAFG10,Nsit Ibom,3020,Akwa Ibom,AK, ,Ikot Odiong Ikot Odiong, , , ,OSGOF,Ikot Odiong Market Ikot Odiong, , , , , , , ,0,SSA,7.87378000004702,4.8653900004482
3516,228a022d-d9d8-4645-b8e7-e27cc071d2fb,117639,10/30/2018 12:00:00 AM,racheal.olarewaju, ,Mbiaso 1,AKSAFG08,Nsit Ibom,3020,Akwa Ibom,AK, ,Ikot Obio Etan Ikot Obio Etan, , , ,OSGOF,Ikot Obio Etan Market Ikot Obio Etan, , , , , , , ,0,SSA,7.88802000022287,4.85400000039976
3517,05b6da49-ebb8-4668-b798-a57802ce65b9,117638,10/30/2018 12:00:00 AM,racheal.olarewaju, ,Mbiaso 2,AKSAFG04,Nsit Ibom,3020,Akwa Ibom,AK, ,Nko Afia Nsit Udua Nko, , , ,OSGOF,Nko Market Afia Nsit Udua Nko, , , , , , , ,0,SSA,7.92827999972224,4.85037999983717
3518,219e7107-64cb-4bcd-8a36-06bedf0bc7b1,117637,10/30/2018 12:00:00 AM,racheal.olarewaju, ,Mbiaso 4,AKSAFG10,Nsit Ibom,3020,Akwa Ibom,AK, ,Ikot Nya Ikot Nya, , , ,OSGOF,Ikot Nya Market Ikot Nya, , , , , , , ,0,SSA,7.89824999983767,4.8456900002933
3519,c491d02a-07eb-4e70-905f-757f165c7092,117636,10/30/2018 12:00:00 AM,racheal.olarewaju, ,Mbiaso 2,AKSAFG04,Nsit Ibom,3020,Akwa Ibom,AK, ,Obot Ikot Abasi Nsit, , , ,OSGOF,Obot Market Ikot Abasi Nsit, , , , , , , ,0,SSA,7.93375000016243,4.84555000013245
3520,c4eac68b-4213-4c6e-8270-c24d5ebd0340,117635,10/30/2018 12:00:00 AM,racheal.olarewaju, ,Mbiaso 2,AKSAFG04,Nsit Ibom,3020,Akwa Ibom,AK, ,Obo Mbiokporo Ii, , , ,OSGOF,Obo Market Mbiokporo Ii, , , , , , , ,0,SSA,7.90417000034529,4.82796999971578
3521,04318a98-a666-45f4-a2a3-6a6e000e26e8,117634,10/30/2018 12:00:00 AM,racheal.olarewaju, ,Ward 4,AKSAED04,Nsit Atai,3019,Akwa Ibom,AK, ,Ikot Edon Ikot Edong, , , ,OSGOF,Ikot Edon Market Ikot Edong, , , , , , , ,0,SSA,8.02426999986068,4.88586999970079
3522,a4310046-b6cb-4205-9828-cfc75a9cf30f,116974,10/30/2018 12:00:00 AM,racheal.olarewaju, ,Phward 1,RVSPHC01,Port-Harcourt,33022,Rivers,RI, ,Tere, , , ,OSGOF,Tere Market, , , , , , , ,0,BUA,7.03836111117641,4.78847222241518
3523,e9b6007c-1ae7-487f-9875-3ce5512c7f1f,117633,10/30/2018 12:00:00 AM,racheal.olarewaju, ,Ward 4,AKSAED04,Nsit Atai,3019,Akwa Ibom,AK, ,Ikot Itie Idung, , , ,OSGOF,Community Market Ikot Itie Idung, , , , , , , ,0,SSA,8.04885000022739,4.87997999967729
3524,866d4c7a-8610-4129-864e-113478c008c0,117632,10/30/2018 12:00:00 AM,racheal.olarewaju, ,Ward 6,AKSAED06,Nsit Atai,3019,Akwa Ibom,AK, ,Ikot Akpanike, , , ,OSGOF,Community Market Ikot Akpanike, , , , , , , ,0,SSA,8.01825000013747,4.86804999990761
3525,d2cb3be2-c502-439d-b806-1d456f980172,117631,10/30/2018 12:00:00 AM,racheal.olarewaju, ,Ward 1,AKSAED01,Nsit Atai,3019,Akwa Ibom,AK, ,Ikot Nyoho Edong, , , ,OSGOF,Community Market Ikot Nyoho Edong, , , , , , , ,0,SSA,8.05140999957189,4.84317000009548
3526,3ae4d946-d115-403b-b20a-147dd5cd062e,117630,10/30/2018 12:00:00 AM,racheal.olarewaju, ,Ward 1,AKSAED01,Nsit Atai,3019,Akwa Ibom,AK, ,Ikot Inyang, , , ,OSGOF,Community Market Ikot Inyang, , , , , , , ,0,SSA,8.04479999962035,4.83847000009047
3527,b6447461-48d3-416b-b64c-f002ff93d546,117629,10/30/2018 12:00:00 AM,racheal.olarewaju, ,Ward 10,AKSAED10,Nsit Atai,3019,Akwa Ibom,AK, ,Ikot Nsit, , , ,OSGOF,Community Market Ikot Nsit, , , , , , , ,0,SSA,7.99105999991912,4.83662999977474
3528,842dcf39-6de8-45e5-887a-34dfa45876be,117628,10/30/2018 12:00:00 AM,racheal.olarewaju, ,Ward 1,AKSAED01,Nsit Atai,3019,Akwa Ibom,AK, ,Odo 2 Local, , , ,OSGOF,Odo 2 Local Market, , , , , , , ,0,SSA,8.04136999972576,4.83533999964129
3529,687cda07-6cae-4083-b86b-df8db6ed3650,117627,10/30/2018 12:00:00 AM,racheal.olarewaju, ,Ward 3,AKSAED03,Nsit Atai,3019,Akwa Ibom,AK, ,Ikot Otu, , , ,OSGOF,Community Market Ikot Otu, , , , , , , ,0,SSA,8.01213999986118,4.83446000042875
